Run,query,containment,ScientificName
SRR10258552,FV_PB189-T1-4_genome,0.6405693950177936,human vaginal metagenome
SRR10258553,FV_DSM_15829_genome,0.7903225806451613,human vaginal metagenome
SRR10258553,FV_PB189-T1-4_genome,0.7153024911032029,human vaginal metagenome
SRR10258555,FV_DSM_15829_genome,0.8225806451612904,human vaginal metagenome
SRR10258575,FV_DSM_15829_genome,0.7634408602150538,human vaginal metagenome
SRR10692047,FV_DSM_15829_genome,0.5806451612903226,human gut metagenome
SRR10692471,FV_DSM_15829_genome,0.5053763440860215,human gut metagenome
SRR11236193,FV_DSM_15829_genome,0.5268817204301075,human gut metagenome
SRR11236216,FV_DSM_15829_genome,0.6290322580645161,human gut metagenome
SRR11236231,FV_DSM_15829_genome,0.6935483870967742,human gut metagenome
SRR11236267,FV_DSM_15829_genome,0.6559139784946236,human gut metagenome
SRR11294781,FV_DSM_15829_genome,0.5268817204301075,human metagenome
SRR11294790,FV_DSM_15829_genome,0.5268817204301075,human metagenome
SRR11742806,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR11749269,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR11749279,FV_DSM_15829_genome,0.7043010752688172,human vaginal metagenome
SRR11749279,FV_PB189-T1-4_genome,0.6370106761565836,human vaginal metagenome
SRR11749280,FV_DSM_15829_genome,0.7204301075268817,human vaginal metagenome
SRR11749280,FV_PB189-T1-4_genome,0.7615658362989324,human vaginal metagenome
SRR11749281,FV_DSM_15829_genome,0.7204301075268817,human vaginal metagenome
SRR11749281,FV_PB189-T1-4_genome,0.697508896797153,human vaginal metagenome
SRR11749282,FV_DSM_15829_genome,0.6290322580645161,human vaginal metagenome
SRR11749282,FV_PB189-T1-4_genome,0.6690391459074733,human vaginal metagenome
SRR11749285,FV_DSM_15829_genome,0.6612903225806451,human vaginal metagenome
SRR12018796,FV_DSM_15829_genome,0.6290322580645161,human vaginal metagenome
SRR12018851,FV_DSM_15829_genome,0.7473118279569892,human vaginal metagenome
SRR12018872,FV_DSM_15829_genome,0.6182795698924731,human vaginal metagenome
SRR12018878,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR12018878,FV_PB189-T1-4_genome,0.5693950177935944,human vaginal metagenome
SRR12018879,FV_PB189-T1-4_genome,0.5765124555160143,human vaginal metagenome
SRR12018881,FV_DSM_15829_genome,0.6290322580645161,human vaginal metagenome
SRR12018882,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR12018883,FV_DSM_15829_genome,0.5376344086021505,human vaginal metagenome
SRR12018883,FV_PB189-T1-4_genome,0.6725978647686833,human vaginal metagenome
SRR12018884,FV_DSM_15829_genome,0.6397849462365591,human vaginal metagenome
SRR12018891,FV_DSM_15829_genome,0.5860215053763441,human vaginal metagenome
SRR12018892,FV_PB189-T1-4_genome,0.693950177935943,human vaginal metagenome
SRR12018895,FV_DSM_15829_genome,0.7150537634408602,human vaginal metagenome
SRR12018895,FV_PB189-T1-4_genome,0.6548042704626335,human vaginal metagenome
SRR12018898,FV_DSM_15829_genome,0.543010752688172,human vaginal metagenome
SRR12018942,FV_DSM_15829_genome,0.7150537634408602,human vaginal metagenome
SRR12018947,FV_DSM_15829_genome,0.5161290322580645,human vaginal metagenome
SRR12018955,FV_DSM_15829_genome,0.6881720430107527,human vaginal metagenome
SRR12018958,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR12234466,FV_DSM_15829_genome,0.5860215053763441,human gut metagenome
SRR12328938,FV_DSM_15829_genome,0.6397849462365591,human gut metagenome
SRR12328939,FV_DSM_15829_genome,0.6935483870967742,human gut metagenome
SRR12477462,FV_DSM_15829_genome,0.5698924731182796,human gut metagenome
SRR12477526,FV_DSM_15829_genome,0.532258064516129,human gut metagenome
SRR12477538,FV_DSM_15829_genome,0.6182795698924731,human gut metagenome
SRR12477599,FV_DSM_15829_genome,0.6182795698924731,human gut metagenome
SRR12477625,FV_DSM_15829_genome,0.5483870967741935,human gut metagenome
SRR12477630,FV_DSM_15829_genome,0.5161290322580645,human gut metagenome
SRR12825868,FV_DSM_15829_genome,0.553763440860215,human skin metagenome
SRR12825868,FV_PB189-T1-4_genome,0.5587188612099644,human skin metagenome
SRR12830910,FV_DSM_15829_genome,0.7956989247311828,Homo sapiens
SRR12830910,FV_PB189-T1-4_genome,0.5124555160142349,Homo sapiens
SRR12830911,FV_DSM_15829_genome,0.5806451612903226,Homo sapiens
SRR12830911,FV_PB189-T1-4_genome,0.5907473309608541,Homo sapiens
SRR12830912,FV_DSM_15829_genome,0.7150537634408602,Homo sapiens
SRR12830912,FV_PB189-T1-4_genome,0.5693950177935944,Homo sapiens
SRR12830913,FV_DSM_15829_genome,0.8440860215053764,Homo sapiens
SRR12830914,FV_DSM_15829_genome,0.5376344086021505,Homo sapiens
SRR12830915,FV_DSM_15829_genome,0.7580645161290323,Homo sapiens
SRR12830916,FV_DSM_15829_genome,0.5591397849462365,Homo sapiens
SRR12830917,FV_DSM_15829_genome,0.6881720430107527,Homo sapiens
SRR12830918,FV_DSM_15829_genome,0.5161290322580645,Homo sapiens
SRR12830919,FV_PB189-T1-4_genome,0.5302491103202847,Homo sapiens
SRR12830920,FV_DSM_15829_genome,0.543010752688172,Homo sapiens
SRR12830922,FV_DSM_15829_genome,0.7311827956989247,Homo sapiens
SRR12830924,FV_DSM_15829_genome,0.8118279569892473,Homo sapiens
SRR12830925,FV_DSM_15829_genome,0.6612903225806451,Homo sapiens
SRR12830926,FV_DSM_15829_genome,0.7419354838709677,Homo sapiens
SRR12830926,FV_PB189-T1-4_genome,0.5622775800711743,Homo sapiens
SRR12830927,FV_DSM_15829_genome,0.6075268817204301,Homo sapiens
SRR12830927,FV_PB189-T1-4_genome,0.5409252669039146,Homo sapiens
SRR12830928,FV_DSM_15829_genome,0.6129032258064516,Homo sapiens
SRR12830929,FV_DSM_15829_genome,0.6612903225806451,Homo sapiens
SRR12830929,FV_PB189-T1-4_genome,0.5373665480427047,Homo sapiens
SRR12893602,FV_DSM_15829_genome,0.5376344086021505,metagenome
SRR12893641,FV_DSM_15829_genome,0.510752688172043,metagenome
SRR13004783,FV_DSM_15829_genome,0.7473118279569892,human gut metagenome
SRR13052611,FV_DSM_15829_genome,0.7956989247311828,Human papillomavirus
SRR13077826,FV_DSM_15829_genome,0.7311827956989247,human gut metagenome
SRR13077828,FV_DSM_15829_genome,0.6720430107526881,human gut metagenome
SRR13099413,FV_DSM_15829_genome,0.5645161290322581,metagenome
SRR13099460,FV_DSM_15829_genome,0.5698924731182796,metagenome
SRR13167499,FV_DSM_15829_genome,0.6559139784946236,human vaginal metagenome
SRR13167501,FV_DSM_15829_genome,0.6720430107526881,human vaginal metagenome
SRR13167509,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR13167511,FV_DSM_15829_genome,0.5483870967741935,human vaginal metagenome
SRR13167533,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR13167541,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR13167546,FV_DSM_15829_genome,0.6129032258064516,human vaginal metagenome
SRR13167548,FV_DSM_15829_genome,0.6236559139784946,human vaginal metagenome
SRR13167556,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR13167557,FV_DSM_15829_genome,0.5645161290322581,human vaginal metagenome
SRR13167558,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR13167562,FV_DSM_15829_genome,0.7043010752688172,human vaginal metagenome
SRR13167565,FV_DSM_15829_genome,0.7311827956989247,human vaginal metagenome
SRR13167567,FV_DSM_15829_genome,0.6505376344086021,human vaginal metagenome
SRR13167568,FV_DSM_15829_genome,0.6612903225806451,human vaginal metagenome
SRR13167573,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR13167579,FV_DSM_15829_genome,0.6774193548387096,human vaginal metagenome
SRR13167604,FV_DSM_15829_genome,0.6881720430107527,human vaginal metagenome
SRR13167631,FV_DSM_15829_genome,0.5913978494623656,human vaginal metagenome
SRR13167632,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR13167639,FV_PB189-T1-4_genome,0.5195729537366548,human vaginal metagenome
SRR13167640,FV_DSM_15829_genome,0.5645161290322581,human vaginal metagenome
SRR13167641,FV_DSM_15829_genome,0.5645161290322581,human vaginal metagenome
SRR13167643,FV_DSM_15829_genome,0.6612903225806451,human vaginal metagenome
SRR13167644,FV_DSM_15829_genome,0.6182795698924731,human vaginal metagenome
SRR13167654,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR13167655,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR13167655,FV_PB189-T1-4_genome,0.6512455516014235,human vaginal metagenome
SRR13167656,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR13167657,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR13167675,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR13167677,FV_DSM_15829_genome,0.6827956989247311,human vaginal metagenome
SRR13167679,FV_DSM_15829_genome,0.5645161290322581,human vaginal metagenome
SRR13167682,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR13167687,FV_DSM_15829_genome,0.5698924731182796,human vaginal metagenome
SRR13167696,FV_DSM_15829_genome,0.6559139784946236,human vaginal metagenome
SRR13167697,FV_DSM_15829_genome,0.7311827956989247,human vaginal metagenome
SRR13167721,FV_DSM_15829_genome,0.6666666666666666,human vaginal metagenome
SRR13167729,FV_DSM_15829_genome,0.6129032258064516,human vaginal metagenome
SRR13167730,FV_DSM_15829_genome,0.6021505376344086,human vaginal metagenome
SRR13557473,FV_PB189-T1-4_genome,0.5373665480427047,human gut metagenome
SRR13557648,FV_DSM_15829_genome,0.5967741935483871,human gut metagenome
SRR13725945,FV_DSM_15829_genome,0.5860215053763441,metagenome
SRR13739760,FV_PB189-T1-4_genome,0.5124555160142349,human gut metagenome
SRR13740997,FV_DSM_15829_genome,0.5376344086021505,human gut metagenome
SRR13741010,FV_DSM_15829_genome,0.5591397849462365,human gut metagenome
SRR13900339,FV_DSM_15829_genome,0.5860215053763441,human vaginal metagenome
SRR13900346,FV_DSM_15829_genome,0.6720430107526881,human vaginal metagenome
SRR13900353,FV_DSM_15829_genome,0.510752688172043,human vaginal metagenome
SRR13900360,FV_DSM_15829_genome,0.6505376344086021,human vaginal metagenome
SRR13924483,FV_DSM_15829_genome,0.6451612903225806,human gut metagenome
SRR14117792,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR14117793,FV_DSM_15829_genome,0.5860215053763441,human vaginal metagenome
SRR14198834,FV_DSM_15829_genome,0.6720430107526881,skin metagenome
SRR14198836,FV_DSM_15829_genome,0.6827956989247311,skin metagenome
SRR14370085,FV_DSM_15829_genome,0.5806451612903226,vaginal metagenome
SRR14370091,FV_DSM_15829_genome,0.7204301075268817,vaginal metagenome
SRR14370092,FV_DSM_15829_genome,0.6666666666666666,vaginal metagenome
SRR14370094,FV_DSM_15829_genome,0.6451612903225806,vaginal metagenome
SRR14370107,FV_DSM_15829_genome,0.6881720430107527,vaginal metagenome
SRR14370108,FV_DSM_15829_genome,0.6397849462365591,vaginal metagenome
SRR14370127,FV_DSM_15829_genome,0.6290322580645161,vaginal metagenome
SRR14610620,FV_DSM_15829_genome,0.5806451612903226,human gut metagenome
SRR14764590,FV_DSM_15829_genome,0.6720430107526881,vaginal metagenome
SRR14764592,FV_DSM_15829_genome,0.6236559139784946,vaginal metagenome
SRR14764594,FV_DSM_15829_genome,0.5268817204301075,vaginal metagenome
SRR14764596,FV_DSM_15829_genome,0.6612903225806451,vaginal metagenome
SRR14764596,FV_PB189-T1-4_genome,0.608540925266904,vaginal metagenome
SRR14764598,FV_DSM_15829_genome,0.7150537634408602,vaginal metagenome
SRR14764599,FV_DSM_15829_genome,0.6451612903225806,vaginal metagenome
SRR14764600,FV_DSM_15829_genome,0.6935483870967742,vaginal metagenome
SRR14764600,FV_PB189-T1-4_genome,0.6298932384341637,vaginal metagenome
SRR14764601,FV_DSM_15829_genome,0.7043010752688172,vaginal metagenome
SRR14764602,FV_DSM_15829_genome,0.7311827956989247,vaginal metagenome
SRR14764604,FV_DSM_15829_genome,0.7258064516129032,vaginal metagenome
SRR14764606,FV_DSM_15829_genome,0.6774193548387096,vaginal metagenome
SRR14764608,FV_DSM_15829_genome,0.6612903225806451,vaginal metagenome
SRR14764609,FV_DSM_15829_genome,0.6612903225806451,vaginal metagenome
SRR14881750,FV_DSM_15829_genome,0.5913978494623656,human gut metagenome
SRR14881755,FV_DSM_15829_genome,0.7096774193548387,human gut metagenome
SRR14881761,FV_DSM_15829_genome,0.6505376344086021,human gut metagenome
SRR14881763,FV_DSM_15829_genome,0.6397849462365591,human gut metagenome
SRR14881809,FV_DSM_15829_genome,0.7150537634408602,human gut metagenome
SRR15744549,FV_DSM_15829_genome,0.6451612903225806,urinary tract metagenome
SRR16916503,FV_DSM_15829_genome,0.543010752688172,hydrothermal vent metagenome
SRR16916848,FV_DSM_15829_genome,0.7956989247311828,human metagenome
SRR16916849,FV_DSM_15829_genome,0.5483870967741935,human metagenome
SRR16916853,FV_DSM_15829_genome,0.8548387096774194,human metagenome
SRR16916855,FV_DSM_15829_genome,0.6720430107526881,human metagenome
SRR16916855,FV_PB189-T1-4_genome,0.6227758007117438,human metagenome
SRR16916856,FV_DSM_15829_genome,0.7688172043010753,human metagenome
SRR16916856,FV_PB189-T1-4_genome,0.5302491103202847,human metagenome
SRR16916857,FV_DSM_15829_genome,0.7741935483870968,human metagenome
SRR16916859,FV_DSM_15829_genome,0.6182795698924731,human metagenome
SRR16916860,FV_DSM_15829_genome,0.6666666666666666,human metagenome
SRR16916860,FV_PB189-T1-4_genome,0.693950177935943,human metagenome
SRR16916861,FV_DSM_15829_genome,0.8709677419354839,human metagenome
SRR16916862,FV_DSM_15829_genome,0.8870967741935484,human metagenome
SRR16916862,FV_PB189-T1-4_genome,0.5088967971530249,human metagenome
SRR16916863,FV_DSM_15829_genome,0.5913978494623656,human metagenome
SRR16916864,FV_DSM_15829_genome,0.6129032258064516,human metagenome
SRR16916865,FV_DSM_15829_genome,0.8010752688172043,human metagenome
SRR16916865,FV_PB189-T1-4_genome,0.7188612099644128,human metagenome
SRR16916866,FV_DSM_15829_genome,0.8494623655913979,human metagenome
SRR16916867,FV_DSM_15829_genome,0.5806451612903226,human metagenome
SRR16916867,FV_PB189-T1-4_genome,0.6476868327402135,human metagenome
SRR16916868,FV_DSM_15829_genome,0.7365591397849462,human metagenome
SRR16916868,FV_PB189-T1-4_genome,0.608540925266904,human metagenome
SRR16916872,FV_DSM_15829_genome,0.7311827956989247,human metagenome
SRR16916874,FV_DSM_15829_genome,0.8010752688172043,human metagenome
SRR16916874,FV_PB189-T1-4_genome,0.8469750889679716,human metagenome
SRR16916875,FV_DSM_15829_genome,0.7956989247311828,human metagenome
SRR16916875,FV_PB189-T1-4_genome,0.7153024911032029,human metagenome
SRR16916876,FV_PB189-T1-4_genome,0.6690391459074733,human metagenome
SRR16916879,FV_DSM_15829_genome,0.7365591397849462,human metagenome
SRR16916880,FV_DSM_15829_genome,0.5752688172043011,human metagenome
SRR16916881,FV_DSM_15829_genome,0.6666666666666666,human metagenome
SRR16916882,FV_DSM_15829_genome,0.5161290322580645,human metagenome
SRR16916888,FV_DSM_15829_genome,0.6559139784946236,human metagenome
SRR16916889,FV_DSM_15829_genome,0.7150537634408602,human metagenome
SRR16916890,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR16916891,FV_DSM_15829_genome,0.7473118279569892,human metagenome
SRR17284123,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR17284128,FV_DSM_15829_genome,0.6505376344086021,human metagenome
SRR17284133,FV_DSM_15829_genome,0.6451612903225806,human metagenome
SRR17284136,FV_DSM_15829_genome,0.5483870967741935,human metagenome
SRR17284139,FV_DSM_15829_genome,0.5698924731182796,human metagenome
SRR17284150,FV_DSM_15829_genome,0.6021505376344086,human metagenome
SRR17284151,FV_DSM_15829_genome,0.5053763440860215,human metagenome
SRR17284153,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR17284156,FV_DSM_15829_genome,0.6021505376344086,human metagenome
SRR17284158,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR17284162,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR17284181,FV_DSM_15829_genome,0.6290322580645161,human metagenome
SRR17284183,FV_DSM_15829_genome,0.7741935483870968,human metagenome
SRR17284203,FV_DSM_15829_genome,0.6397849462365591,human metagenome
SRR17284209,FV_DSM_15829_genome,0.6451612903225806,human metagenome
SRR17284214,FV_DSM_15829_genome,0.7526881720430108,human metagenome
SRR17284216,FV_DSM_15829_genome,0.5645161290322581,human metagenome
SRR17284230,FV_DSM_15829_genome,0.6236559139784946,human metagenome
SRR17284230,FV_PB189-T1-4_genome,0.5338078291814946,human metagenome
SRR17284232,FV_DSM_15829_genome,0.521505376344086,human metagenome
SRR17284234,FV_DSM_15829_genome,0.532258064516129,human metagenome
SRR17284236,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR17284239,FV_DSM_15829_genome,0.5053763440860215,human metagenome
SRR17284245,FV_DSM_15829_genome,0.6774193548387096,human metagenome
SRR17284246,FV_DSM_15829_genome,0.7258064516129032,human metagenome
SRR17284262,FV_PB189-T1-4_genome,0.6619217081850534,human metagenome
SRR17284318,FV_DSM_15829_genome,0.7688172043010753,human metagenome
SRR17284323,FV_DSM_15829_genome,0.6236559139784946,human metagenome
SRR17284333,FV_DSM_15829_genome,0.7419354838709677,human metagenome
SRR17284335,FV_PB189-T1-4_genome,0.6370106761565836,human metagenome
SRR17284336,FV_DSM_15829_genome,0.7473118279569892,human metagenome
SRR17284343,FV_DSM_15829_genome,0.5860215053763441,human metagenome
SRR17284345,FV_DSM_15829_genome,0.5860215053763441,human metagenome
SRR17284346,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR17284417,FV_DSM_15829_genome,0.6989247311827957,human metagenome
SRR17534958,FV_DSM_15829_genome,0.553763440860215,human skin metagenome
SRR17534959,FV_DSM_15829_genome,0.5698924731182796,human skin metagenome
SRR17539830,FV_DSM_15829_genome,0.6236559139784946,human skin metagenome
SRR17546331,FV_DSM_15829_genome,0.6989247311827957,human skin metagenome
SRR17546332,FV_DSM_15829_genome,0.6774193548387096,human skin metagenome
SRR17547365,FV_DSM_15829_genome,0.521505376344086,human skin metagenome
SRR17548763,FV_DSM_15829_genome,0.5860215053763441,human skin metagenome
SRR17635466,FV_DSM_15829_genome,0.7150537634408602,human vaginal metagenome
SRR17635466,FV_PB189-T1-4_genome,0.708185053380783,human vaginal metagenome
SRR17635467,FV_DSM_15829_genome,0.6881720430107527,human vaginal metagenome
SRR17635467,FV_PB189-T1-4_genome,0.6797153024911032,human vaginal metagenome
SRR17635468,FV_DSM_15829_genome,0.5698924731182796,human vaginal metagenome
SRR17635469,FV_DSM_15829_genome,0.6774193548387096,human vaginal metagenome
SRR17635469,FV_PB189-T1-4_genome,0.6725978647686833,human vaginal metagenome
SRR17635470,FV_DSM_15829_genome,0.6397849462365591,human vaginal metagenome
SRR17635470,FV_PB189-T1-4_genome,0.5444839857651246,human vaginal metagenome
SRR17635471,FV_DSM_15829_genome,0.5161290322580645,human vaginal metagenome
SRR17635471,FV_PB189-T1-4_genome,0.7758007117437722,human vaginal metagenome
SRR17635472,FV_PB189-T1-4_genome,0.7615658362989324,human vaginal metagenome
SRR17635474,FV_DSM_15829_genome,0.5483870967741935,human vaginal metagenome
SRR17635474,FV_PB189-T1-4_genome,0.7366548042704626,human vaginal metagenome
SRR17635475,FV_DSM_15829_genome,0.8118279569892473,human vaginal metagenome
SRR17635475,FV_PB189-T1-4_genome,0.5587188612099644,human vaginal metagenome
SRR17635477,FV_DSM_15829_genome,0.7580645161290323,human vaginal metagenome
SRR17635478,FV_DSM_15829_genome,0.7258064516129032,human vaginal metagenome
SRR17635479,FV_DSM_15829_genome,0.8172043010752689,human vaginal metagenome
SRR17635479,FV_PB189-T1-4_genome,0.505338078291815,human vaginal metagenome
SRR17635480,FV_DSM_15829_genome,0.7473118279569892,human vaginal metagenome
SRR17635480,FV_PB189-T1-4_genome,0.5622775800711743,human vaginal metagenome
SRR17635500,FV_DSM_15829_genome,0.6344086021505376,human vaginal metagenome
SRR17635502,FV_PB189-T1-4_genome,0.6334519572953736,human vaginal metagenome
SRR17635503,FV_PB189-T1-4_genome,0.701067615658363,human vaginal metagenome
SRR17635504,FV_DSM_15829_genome,0.6021505376344086,human vaginal metagenome
SRR17635504,FV_PB189-T1-4_genome,0.701067615658363,human vaginal metagenome
SRR17635505,FV_DSM_15829_genome,0.5752688172043011,human vaginal metagenome
SRR17635505,FV_PB189-T1-4_genome,0.5373665480427047,human vaginal metagenome
SRR17635514,FV_DSM_15829_genome,0.7258064516129032,human vaginal metagenome
SRR17635514,FV_PB189-T1-4_genome,0.6761565836298933,human vaginal metagenome
SRR17635515,FV_DSM_15829_genome,0.8333333333333334,human vaginal metagenome
SRR17635515,FV_PB189-T1-4_genome,0.6797153024911032,human vaginal metagenome
SRR17635518,FV_PB189-T1-4_genome,0.5871886120996441,human vaginal metagenome
SRR17635519,FV_DSM_15829_genome,0.6666666666666666,human vaginal metagenome
SRR17635519,FV_PB189-T1-4_genome,0.594306049822064,human vaginal metagenome
SRR17635525,FV_DSM_15829_genome,0.7526881720430108,human vaginal metagenome
SRR17635525,FV_PB189-T1-4_genome,0.5765124555160143,human vaginal metagenome
SRR17635526,FV_DSM_15829_genome,0.7096774193548387,human vaginal metagenome
SRR17635555,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR17635556,FV_DSM_15829_genome,0.5967741935483871,human vaginal metagenome
SRR17635557,FV_DSM_15829_genome,0.6182795698924731,human vaginal metagenome
SRR17635558,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR17635559,FV_DSM_15829_genome,0.6075268817204301,human vaginal metagenome
SRR17635593,FV_DSM_15829_genome,0.521505376344086,human vaginal metagenome
SRR17635595,FV_PB189-T1-4_genome,0.5444839857651246,human vaginal metagenome
SRR17635596,FV_DSM_15829_genome,0.8763440860215054,human vaginal metagenome
SRR17635596,FV_PB189-T1-4_genome,0.6903914590747331,human vaginal metagenome
SRR17635597,FV_DSM_15829_genome,0.6182795698924731,human vaginal metagenome
SRR17635597,FV_PB189-T1-4_genome,0.6690391459074733,human vaginal metagenome
SRR17635600,FV_DSM_15829_genome,0.521505376344086,human vaginal metagenome
SRR17635605,FV_DSM_15829_genome,0.5806451612903226,human vaginal metagenome
SRR17635605,FV_PB189-T1-4_genome,0.7900355871886121,human vaginal metagenome
SRR17635621,FV_PB189-T1-4_genome,0.6156583629893239,human vaginal metagenome
SRR17635624,FV_DSM_15829_genome,0.6774193548387096,human vaginal metagenome
SRR17635624,FV_PB189-T1-4_genome,0.7758007117437722,human vaginal metagenome
SRR17635628,FV_DSM_15829_genome,0.543010752688172,human vaginal metagenome
SRR17635629,FV_DSM_15829_genome,0.8118279569892473,human vaginal metagenome
SRR17635629,FV_PB189-T1-4_genome,0.6619217081850534,human vaginal metagenome
SRR17635630,FV_DSM_15829_genome,0.7473118279569892,human vaginal metagenome
SRR17635647,FV_PB189-T1-4_genome,0.5231316725978647,human vaginal metagenome
SRR17635648,FV_PB189-T1-4_genome,0.597864768683274,human vaginal metagenome
